IFOF_L.tt.gz	Size	16547280	Time	5793
IFOF_L32z.trx	Size	68392480	Time	4552
IFOF_L16z.trx	Size	56518628	Time	3175
IFOF_L.tt	Size	34713543	Time	5005
IFOF_L.vtk	Size	263300470	Time	1408
IFOF_L.trk	Size	137369684	Time	1288
IFOF_L.tck	Size	137615752	Time	843
IFOF_L16.trx	Size	68746591	Time	670
IFOF_L32.trx	Size	137369221	Time	317
